StockCode,CurrentStock,ForecastDemand,ReorderQuantity
21741,739,25120.237709322257,24381.237709322257
21742,442,25120.237709322257,24678.237709322257
21743,1447,25120.237709322257,23673.237709322257
21744,931,25120.237709322257,24189.237709322257
21745,2737,25120.237709322257,22383.237709322257
21746,5970,25120.237709322257,19150.237709322257
21747,2050,25120.237709322257,23070.237709322257
21749,5949,25120.237709322257,19171.237709322257
21750,313,25120.237709322257,24807.237709322257
21752,81,25120.237709322257,25039.237709322257
21754,7847,25120.237709322257,17273.237709322257
21755,5774,25120.237709322257,19346.237709322257
21756,1671,25120.237709322257,23449.237709322257
21757,92,25120.237709322257,25028.237709322257
21758,138,25120.237709322257,24982.237709322257
21759,31,25120.237709322257,25089.237709322257
21760,15,25120.237709322257,25105.237709322257
21761,67,25120.237709322257,25053.237709322257
21763,44,25120.237709322257,25076.237709322257
21764,17,25120.237709322257,25103.237709322257
21765,386,25120.237709322257,24734.237709322257
21767,3,25120.237709322257,25117.237709322257
21768,908,25120.237709322257,24212.237709322257
21769,134,25120.237709322257,24986.237709322257
21770,3068,25120.237709322257,22052.237709322257
21772,1,25120.237709322257,25119.237709322257
21773,1665,25120.237709322257,23455.237709322257
21774,1748,25120.237709322257,23372.237709322257
21775,883,25120.237709322257,24237.237709322257
21777,1157,25120.237709322257,23963.237709322257
21779,302,25120.237709322257,24818.237709322257
21780,203,25120.237709322257,24917.237709322257
21781,671,25120.237709322257,24449.237709322257
21784,310,25120.237709322257,24810.237709322257
21785,2016,25120.237709322257,23104.237709322257
21786,7945,25120.237709322257,17175.237709322257
21787,15195,25120.237709322257,9925.237709322257
21788,3404,25120.237709322257,21716.237709322257
21789,2950,25120.237709322257,22170.237709322257
21790,27942,25120.237709322257,0.0
21791,18590,25120.237709322257,6530.237709322257
21792,498,25120.237709322257,24622.237709322257
21793,353,25120.237709322257,24767.237709322257
21794,726,25120.237709322257,24394.237709322257
21795,447,25120.237709322257,24673.237709322257
21796,352,25120.237709322257,24768.237709322257
21801,3794,25120.237709322257,21326.237709322257
21802,4738,25120.237709322257,20382.237709322257
21803,4873,25120.237709322257,20247.237709322257
21804,714,25120.237709322257,24406.237709322257
21805,2221,25120.237709322257,22899.237709322257
21806,2777,25120.237709322257,22343.237709322257
21807,3433,25120.237709322257,21687.237709322257
21808,1021,25120.237709322257,24099.237709322257
21809,3122,25120.237709322257,21998.237709322257
21810,7114,25120.237709322257,18006.237709322257
21811,6488,25120.237709322257,18632.237709322257
21812,841,25120.237709322257,24279.237709322257
21813,848,25120.237709322257,24272.237709322257
21814,691,25120.237709322257,24429.237709322257
21815,750,25120.237709322257,24370.237709322257
21816,426,25120.237709322257,24694.237709322257
21817,1772,25120.237709322257,23348.237709322257
21818,4434,25120.237709322257,20686.237709322257
21819,3938,25120.237709322257,21182.237709322257
21820,836,25120.237709322257,24284.237709322257
21821,736,25120.237709322257,24384.237709322257
21822,1132,25120.237709322257,23988.237709322257
21823,2497,25120.237709322257,22623.237709322257
21824,2803,25120.237709322257,22317.237709322257
21825,737,25120.237709322257,24383.237709322257
21826,1837,25120.237709322257,23283.237709322257
21827,843,25120.237709322257,24277.237709322257
21828,1118,25120.237709322257,24002.237709322257
21829,15281,25120.237709322257,9839.237709322257
21830,8551,25120.237709322257,16569.237709322257
21832,3439,25120.237709322257,21681.237709322257
21833,6563,25120.237709322257,18557.237709322257
21836,253,25120.237709322257,24867.237709322257
21837,254,25120.237709322257,24866.237709322257
21838,1,25120.237709322257,25119.237709322257
21839,204,25120.237709322257,24916.237709322257
21841,522,25120.237709322257,24598.237709322257
21842,551,25120.237709322257,24569.237709322257
21843,6292,25120.237709322257,18828.237709322257
21844,5443,25120.237709322257,19677.237709322257
21845,2540,25120.237709322257,22580.237709322257
21846,1649,25120.237709322257,23471.237709322257
21847,348,25120.237709322257,24772.237709322257
21849,660,25120.237709322257,24460.237709322257
21850,460,25120.237709322257,24660.237709322257
21851,645,25120.237709322257,24475.237709322257
21852,6,25120.237709322257,25114.237709322257
21853,3,25120.237709322257,25117.237709322257
21854,1,25120.237709322257,25119.237709322257
21857,2,25120.237709322257,25118.237709322257
21858,2,25120.237709322257,25118.237709322257
21859,1,25120.237709322257,25119.237709322257
21860,1,25120.237709322257,25119.237709322257
21864,1965,25120.237709322257,23155.237709322257
21865,908,25120.237709322257,24212.237709322257
21866,2227,25120.237709322257,22893.237709322257
21867,1182,25120.237709322257,23938.237709322257
21868,9415,25120.237709322257,15705.237709322257
21869,1268,25120.237709322257,23852.237709322257
21870,6398,25120.237709322257,18722.237709322257
21871,11704,25120.237709322257,13416.237709322257
21872,5125,25120.237709322257,19995.237709322257
21873,2079,25120.237709322257,23041.237709322257
21874,6489,25120.237709322257,18631.237709322257
21875,6860,25120.237709322257,18260.237709322257
21876,5728,25120.237709322257,19392.237709322257
21877,14187,25120.237709322257,10933.237709322257
21878,5596,25120.237709322257,19524.237709322257
21879,1579,25120.237709322257,23541.237709322257
21880,2519,25120.237709322257,22601.237709322257
21881,1345,25120.237709322257,23775.237709322257
21882,1064,25120.237709322257,24056.237709322257
21883,2414,25120.237709322257,22706.237709322257
21884,1455,25120.237709322257,23665.237709322257
21888,3592,25120.237709322257,21528.237709322257
21889,13232,25120.237709322257,11888.237709322257
21890,3550,25120.237709322257,21570.237709322257
21891,12288,25120.237709322257,12832.237709322257
21892,7972,25120.237709322257,17148.237709322257
21893,177,25120.237709322257,24943.237709322257
21894,1352,25120.237709322257,23768.237709322257
21895,557,25120.237709322257,24563.237709322257
21896,2412,25120.237709322257,22708.237709322257
21897,932,25120.237709322257,24188.237709322257
21898,895,25120.237709322257,24225.237709322257
21899,6806,25120.237709322257,18314.237709322257
21900,9994,25120.237709322257,15126.237709322257
21901,6301,25120.237709322257,18819.237709322257
21902,5457,25120.237709322257,19663.237709322257
21903,3476,25120.237709322257,21644.237709322257
21904,767,25120.237709322257,24353.237709322257
21905,1624,25120.237709322257,23496.237709322257
21906,1819,25120.237709322257,23301.237709322257
21907,5264,25120.237709322257,19856.237709322257
21908,9865,25120.237709322257,15255.237709322257
21910,1067,25120.237709322257,24053.237709322257
21911,2571,25120.237709322257,22549.237709322257
21912,3803,25120.237709322257,21317.237709322257
21913,1157,25120.237709322257,23963.237709322257
21914,13337,25120.237709322257,11783.237709322257
21915,38419,25120.237709322257,0.0
21916,11154,25120.237709322257,13966.237709322257
21917,8082,25120.237709322257,17038.237709322257
21918,14757,25120.237709322257,10363.237709322257
21919,6,25120.237709322257,25114.237709322257
21922,1454,25120.237709322257,23666.237709322257
21923,380,25120.237709322257,24740.237709322257
21924,344,25120.237709322257,24776.237709322257
21925,1217,25120.237709322257,23903.237709322257
21926,1011,25120.237709322257,24109.237709322257
21927,1292,25120.237709322257,23828.237709322257
21928,24785,25120.237709322257,335.2377093222567
21929,25954,25120.237709322257,0.0
21930,13657,25120.237709322257,11463.237709322257
21931,29505,25120.237709322257,0.0
21932,3889,25120.237709322257,21231.237709322257
21933,4151,25120.237709322257,20969.237709322257
21934,4648,25120.237709322257,20472.237709322257
21935,7215,25120.237709322257,17905.237709322257
21936,7833,25120.237709322257,17287.237709322257
21937,4185,25120.237709322257,20935.237709322257
21942,1689,25120.237709322257,23431.237709322257
21943,593,25120.237709322257,24527.237709322257
21944,1798,25120.237709322257,23322.237709322257
21945,1903,25120.237709322257,23217.237709322257
21946,625,25120.237709322257,24495.237709322257
21947,1711,25120.237709322257,23409.237709322257
21948,2310,25120.237709322257,22810.237709322257
21949,2636,25120.237709322257,22484.237709322257
21950,282,25120.237709322257,24838.237709322257
21955,3955,25120.237709322257,21165.237709322257
21967,15922,25120.237709322257,9198.237709322257
21972,1056,25120.237709322257,24064.237709322257
21973,1816,25120.237709322257,23304.237709322257
21974,7059,25120.237709322257,18061.237709322257
21975,31575,25120.237709322257,0.0
21976,14818,25120.237709322257,10302.237709322257
21977,56794,25120.237709322257,0.0
21980,31551,25120.237709322257,0.0
21981,26572,25120.237709322257,0.0
21982,33294,25120.237709322257,0.0
21983,6275,25120.237709322257,18845.237709322257
21984,25541,25120.237709322257,0.0
21985,25708,25120.237709322257,0.0
21986,13536,25120.237709322257,11584.237709322257
21987,6438,25120.237709322257,18682.237709322257
21988,7855,25120.237709322257,17265.237709322257
21989,8584,25120.237709322257,16536.237709322257
21990,2500,25120.237709322257,22620.237709322257
21991,1118,25120.237709322257,24002.237709322257
21992,3450,25120.237709322257,21670.237709322257
21993,2907,25120.237709322257,22213.237709322257
22003,10,25120.237709322257,25110.237709322257
22016,12,25120.237709322257,25108.237709322257
22021,1439,25120.237709322257,23681.237709322257
22023,5112,25120.237709322257,20008.237709322257
22024,5478,25120.237709322257,19642.237709322257
22025,4011,25120.237709322257,21109.237709322257
22026,4066,25120.237709322257,21054.237709322257
22027,11459,25120.237709322257,13661.237709322257
22028,6408,25120.237709322257,18712.237709322257
22029,17895,25120.237709322257,7225.237709322257
22030,13059,25120.237709322257,12061.237709322257
22031,1137,25120.237709322257,23983.237709322257
22032,980,25120.237709322257,24140.237709322257
22033,1615,25120.237709322257,23505.237709322257
22034,1668,25120.237709322257,23452.237709322257
22035,4165,25120.237709322257,20955.237709322257
22036,1673,25120.237709322257,23447.237709322257
22037,7242,25120.237709322257,17878.237709322257
22038,1150,25120.237709322257,23970.237709322257
22039,850,25120.237709322257,24270.237709322257
22040,2815,25120.237709322257,22305.237709322257
22041,7861,25120.237709322257,17259.237709322257
22042,1841,25120.237709322257,23279.237709322257
22043,2240,25120.237709322257,22880.237709322257
22044,2006,25120.237709322257,23114.237709322257
22045,14667,25120.237709322257,10453.237709322257
22046,6375,25120.237709322257,18745.237709322257
22047,8300,25120.237709322257,16820.237709322257
22048,2840,25120.237709322257,22280.237709322257
22049,3625,25120.237709322257,21495.237709322257
22050,3350,25120.237709322257,21770.237709322257
22051,3225,25120.237709322257,21895.237709322257
22052,3600,25120.237709322257,21520.237709322257
22053,4553,25120.237709322257,20567.237709322257
22054,363,25120.237709322257,24757.237709322257
22055,4950,25120.237709322257,20170.237709322257
22056,611,25120.237709322257,24509.237709322257
22057,3081,25120.237709322257,22039.237709322257
22058,722,25120.237709322257,24398.237709322257
22059,5084,25120.237709322257,20036.237709322257
22060,737,25120.237709322257,24383.237709322257
22061,2189,25120.237709322257,22931.237709322257
22062,842,25120.237709322257,24278.237709322257
22063,2327,25120.237709322257,22793.237709322257
22064,6712,25120.237709322257,18408.237709322257
22065,8799,25120.237709322257,16321.237709322257
22066,3459,25120.237709322257,21661.237709322257
22067,1905,25120.237709322257,23215.237709322257
22068,1139,25120.237709322257,23981.237709322257
22069,986,25120.237709322257,24134.237709322257
22070,1853,25120.237709322257,23267.237709322257
22071,1552,25120.237709322257,23568.237709322257
22072,2479,25120.237709322257,22641.237709322257
22073,2181,25120.237709322257,22939.237709322257
22074,2165,25120.237709322257,22955.237709322257
22075,3384,25120.237709322257,21736.237709322257
22076,2392,25120.237709322257,22728.237709322257
22077,17593,25120.237709322257,7527.237709322257
22078,4048,25120.237709322257,21072.237709322257
22079,5080,25120.237709322257,20040.237709322257
22080,4268,25120.237709322257,20852.237709322257
22081,1584,25120.237709322257,23536.237709322257
22082,7535,25120.237709322257,17585.237709322257
22083,14008,25120.237709322257,11112.237709322257
22084,8956,25120.237709322257,16164.237709322257
22085,2546,25120.237709322257,22574.237709322257
22086,36610,25120.237709322257,0.0
22087,8551,25120.237709322257,16569.237709322257
22088,4410,25120.237709322257,20710.237709322257
22089,3540,25120.237709322257,21580.237709322257
22090,16832,25120.237709322257,8288.237709322257
22091,3202,25120.237709322257,21918.237709322257
22092,964,25120.237709322257,24156.237709322257
22093,2376,25120.237709322257,22744.237709322257
22094,3598,25120.237709322257,21522.237709322257
22095,3379,25120.237709322257,21741.237709322257
22096,1680,25120.237709322257,23440.237709322257
22097,2100,25120.237709322257,23020.237709322257
22098,2900,25120.237709322257,22220.237709322257
22099,2152,25120.237709322257,22968.237709322257
22100,1021,25120.237709322257,24099.237709322257
22101,1934,25120.237709322257,23186.237709322257
22102,1851,25120.237709322257,23269.237709322257
22103,1764,25120.237709322257,23356.237709322257
22104,1191,25120.237709322257,23929.237709322257
22105,693,25120.237709322257,24427.237709322257
22106,515,25120.237709322257,24605.237709322257
22107,1280,25120.237709322257,23840.237709322257
22108,320,25120.237709322257,24800.237709322257
22109,3438,25120.237709322257,21682.237709322257
22110,2748,25120.237709322257,22372.237709322257
22111,10218,25120.237709322257,14902.237709322257
22112,11557,25120.237709322257,13563.237709322257
22113,6063,25120.237709322257,19057.237709322257
22114,12751,25120.237709322257,12369.237709322257
22115,2913,25120.237709322257,22207.237709322257
22116,835,25120.237709322257,24285.237709322257
22117,1953,25120.237709322257,23167.237709322257
22118,823,25120.237709322257,24297.237709322257
22119,938,25120.237709322257,24182.237709322257
22120,1030,25120.237709322257,24090.237709322257
22121,1592,25120.237709322257,23528.237709322257
22122,1161,25120.237709322257,23959.237709322257
22123,661,25120.237709322257,24459.237709322257
22124,303,25120.237709322257,24817.237709322257
22125,692,25120.237709322257,24428.237709322257
22127,3498,25120.237709322257,21622.237709322257
22128,4013,25120.237709322257,21107.237709322257
22129,3258,25120.237709322257,21862.237709322257
22130,9972,25120.237709322257,15148.237709322257
22131,5317,25120.237709322257,19803.237709322257
22132,3361,25120.237709322257,21759.237709322257
22133,2508,25120.237709322257,22612.237709322257
22134,2374,25120.237709322257,22746.237709322257
22135,1662,25120.237709322257,23458.237709322257
22136,2000,25120.237709322257,23120.237709322257
22137,607,25120.237709322257,24513.237709322257
22138,9400,25120.237709322257,15720.237709322257
22139,10836,25120.237709322257,14284.237709322257
22141,3806,25120.237709322257,21314.237709322257
22142,4445,25120.237709322257,20675.237709322257
22143,484,25120.237709322257,24636.237709322257
22144,5405,25120.237709322257,19715.237709322257
22145,1403,25120.237709322257,23717.237709322257
22146,1493,25120.237709322257,23627.237709322257
22147,13175,25120.237709322257,11945.237709322257
22148,3247,25120.237709322257,21873.237709322257
22149,13002,25120.237709322257,12118.237709322257
22150,7969,25120.237709322257,17151.237709322257
22151,27897,25120.237709322257,0.0
22152,6357,25120.237709322257,18763.237709322257
22153,5918,25120.237709322257,19202.237709322257
22154,7986,25120.237709322257,17134.237709322257
22155,6332,25120.237709322257,18788.237709322257
22156,6327,25120.237709322257,18793.237709322257
22157,1806,25120.237709322257,23314.237709322257
22158,9449,25120.237709322257,15671.237709322257
22161,6842,25120.237709322257,18278.237709322257
22162,1263,25120.237709322257,23857.237709322257
22163,1288,25120.237709322257,23832.237709322257
22164,322,25120.237709322257,24798.237709322257
22165,991,25120.237709322257,24129.237709322257
22166,454,25120.237709322257,24666.237709322257
22167,698,25120.237709322257,24422.237709322257
22168,681,25120.237709322257,24439.237709322257
22169,2328,25120.237709322257,22792.237709322257
22170,2422,25120.237709322257,22698.237709322257
22171,3438,25120.237709322257,21682.237709322257
22172,378,25120.237709322257,24742.237709322257
22173,5169,25120.237709322257,19951.237709322257
22174,5463,25120.237709322257,19657.237709322257
22175,1850,25120.237709322257,23270.237709322257
22176,1202,25120.237709322257,23918.237709322257
22177,326,25120.237709322257,24794.237709322257
22178,40748,25120.237709322257,0.0
22179,2094,25120.237709322257,23026.237709322257
22180,1020,25120.237709322257,24100.237709322257
22181,1567,25120.237709322257,23553.237709322257
22182,571,25120.237709322257,24549.237709322257
22183,613,25120.237709322257,24507.237709322257
22184,402,25120.237709322257,24718.237709322257
22185,3968,25120.237709322257,21152.237709322257
22186,2041,25120.237709322257,23079.237709322257
22187,2207,25120.237709322257,22913.237709322257
22188,12549,25120.237709322257,12571.237709322257
22189,18363,25120.237709322257,6757.237709322257
22190,1428,25120.237709322257,23692.237709322257
22191,2003,25120.237709322257,23117.237709322257
22192,1447,25120.237709322257,23673.237709322257
22193,1939,25120.237709322257,23181.237709322257
22194,379,25120.237709322257,24741.237709322257
22195,5279,25120.237709322257,19841.237709322257
22196,6734,25120.237709322257,18386.237709322257
22197,90392,25120.237709322257,0.0
22198,7807,25120.237709322257,17313.237709322257
22199,1864,25120.237709322257,23256.237709322257
22200,1319,25120.237709322257,23801.237709322257
22201,514,25120.237709322257,24606.237709322257
22202,1106,25120.237709322257,24014.237709322257
22203,1418,25120.237709322257,23702.237709322257
22204,538,25120.237709322257,24582.237709322257
22206,14,25120.237709322257,25106.237709322257
22207,3187,25120.237709322257,21933.237709322257
22208,2405,25120.237709322257,22715.237709322257
22209,1434,25120.237709322257,23686.237709322257
22210,1618,25120.237709322257,23502.237709322257
22211,1538,25120.237709322257,23582.237709322257
22212,4114,25120.237709322257,21006.237709322257
22213,1,25120.237709322257,25119.237709322257
22214,549,25120.237709322257,24571.237709322257
22215,1098,25120.237709322257,24022.237709322257
22216,1406,25120.237709322257,23714.237709322257
22217,2394,25120.237709322257,22726.237709322257
22218,1241,25120.237709322257,23879.237709322257
22219,9934,25120.237709322257,15186.237709322257
22220,747,25120.237709322257,24373.237709322257
22221,907,25120.237709322257,24213.237709322257
22222,1499,25120.237709322257,23621.237709322257
22223,728,25120.237709322257,24392.237709322257
22224,2404,25120.237709322257,22716.237709322257
22227,6151,25120.237709322257,18969.237709322257
22228,1729,25120.237709322257,23391.237709322257
22229,1007,25120.237709322257,24113.237709322257
22230,1659,25120.237709322257,23461.237709322257
22231,2168,25120.237709322257,22952.237709322257
22232,1109,25120.237709322257,24011.237709322257
22233,953,25120.237709322257,24167.237709322257
22236,1994,25120.237709322257,23126.237709322257
22241,4379,25120.237709322257,20741.237709322257
22242,4845,25120.237709322257,20275.237709322257
22243,7738,25120.237709322257,17382.237709322257
22244,4830,25120.237709322257,20290.237709322257
22245,4717,25120.237709322257,20403.237709322257
22246,1112,25120.237709322257,24008.237709322257
22247,1190,25120.237709322257,23930.237709322257
22248,1016,25120.237709322257,24104.237709322257
22249,1654,25120.237709322257,23466.237709322257
22250,1529,25120.237709322257,23591.237709322257
22251,1888,25120.237709322257,23232.237709322257
22252,981,25120.237709322257,24139.237709322257
22253,969,25120.237709322257,24151.237709322257
22254,1411,25120.237709322257,23709.237709322257
22255,1218,25120.237709322257,23902.237709322257
22256,943,25120.237709322257,24177.237709322257
22257,420,25120.237709322257,24700.237709322257
22258,1345,25120.237709322257,23775.237709322257
22259,592,25120.237709322257,24528.237709322257
22260,1576,25120.237709322257,23544.237709322257
22261,2119,25120.237709322257,23001.237709322257
22262,2058,25120.237709322257,23062.237709322257
22263,842,25120.237709322257,24278.237709322257
22264,2036,25120.237709322257,23084.237709322257
22265,1853,25120.237709322257,23267.237709322257
22266,2546,25120.237709322257,22574.237709322257
22267,1473,25120.237709322257,23647.237709322257
22268,2562,25120.237709322257,22558.237709322257
22269,1524,25120.237709322257,23596.237709322257
22270,692,25120.237709322257,24428.237709322257
22271,4966,25120.237709322257,20154.237709322257
22272,1442,25120.237709322257,23678.237709322257
22273,7413,25120.237709322257,17707.237709322257
22274,3834,25120.237709322257,21286.237709322257
22275,1020,25120.237709322257,24100.237709322257
22276,1956,25120.237709322257,23164.237709322257
22277,1443,25120.237709322257,23677.237709322257
22278,1066,25120.237709322257,24054.237709322257
22279,1448,25120.237709322257,23672.237709322257
22280,884,25120.237709322257,24236.237709322257
22281,514,25120.237709322257,24606.237709322257
22282,565,25120.237709322257,24555.237709322257
22283,1050,25120.237709322257,24070.237709322257
22284,2508,25120.237709322257,22612.237709322257
22285,2827,25120.237709322257,22293.237709322257
22286,1964,25120.237709322257,23156.237709322257
22287,1347,25120.237709322257,23773.237709322257
22288,1316,25120.237709322257,23804.237709322257
22289,768,25120.237709322257,24352.237709322257
22290,689,25120.237709322257,24431.237709322257
22291,3223,25120.237709322257,21897.237709322257
22292,2794,25120.237709322257,22326.237709322257
22293,2066,25120.237709322257,23054.237709322257
22294,17127,25120.237709322257,7993.237709322257
22295,8742,25120.237709322257,16378.237709322257
22296,9974,25120.237709322257,15146.237709322257
22297,13981,25120.237709322257,11139.237709322257
22299,3967,25120.237709322257,21153.237709322257
22300,4230,25120.237709322257,20890.237709322257
22301,5155,25120.237709322257,19965.237709322257
22302,4977,25120.237709322257,20143.237709322257
22303,5452,25120.237709322257,19668.237709322257
22304,2428,25120.237709322257,22692.237709322257
22305,2293,25120.237709322257,22827.237709322257
22306,1710,25120.237709322257,23410.237709322257
22307,1272,25120.237709322257,23848.237709322257
22308,683,25120.237709322257,24437.237709322257
22309,1344,25120.237709322257,23776.237709322257
22310,1802,25120.237709322257,23318.237709322257
22311,2154,25120.237709322257,22966.237709322257
22312,1321,25120.237709322257,23799.237709322257
22313,1023,25120.237709322257,24097.237709322257
22314,1163,25120.237709322257,23957.237709322257
22315,2201,25120.237709322257,22919.237709322257
22316,1273,25120.237709322257,23847.237709322257
22317,592,25120.237709322257,24528.237709322257
22318,1626,25120.237709322257,23494.237709322257
22319,3035,25120.237709322257,22085.237709322257
22320,602,25120.237709322257,24518.237709322257
22321,2608,25120.237709322257,22512.237709322257
22322,1634,25120.237709322257,23486.237709322257
22323,638,25120.237709322257,24482.237709322257
22324,681,25120.237709322257,24439.237709322257
22325,704,25120.237709322257,24416.237709322257
22326,15705,25120.237709322257,9415.237709322257
22327,3119,25120.237709322257,22001.237709322257
22328,14637,25120.237709322257,10483.237709322257
22329,5174,25120.237709322257,19946.237709322257
22330,302,25120.237709322257,24818.237709322257
22331,3733,25120.237709322257,21387.237709322257
22332,4178,25120.237709322257,20942.237709322257
22333,10172,25120.237709322257,14948.237709322257
22334,2250,25120.237709322257,22870.237709322257
22335,8756,25120.237709322257,16364.237709322257
22336,4736,25120.237709322257,20384.237709322257
22337,2509,25120.237709322257,22611.237709322257
22338,6154,25120.237709322257,18966.237709322257
22339,3552,25120.237709322257,21568.237709322257
22340,1825,25120.237709322257,23295.237709322257
22341,3483,25120.237709322257,21637.237709322257
22342,1845,25120.237709322257,23275.237709322257
22343,3312,25120.237709322257,21808.237709322257
22344,1596,25120.237709322257,23524.237709322257
22345,1483,25120.237709322257,23637.237709322257
22346,1316,25120.237709322257,23804.237709322257
22347,2768,25120.237709322257,22352.237709322257
22348,12653,25120.237709322257,12467.237709322257
22349,2592,25120.237709322257,22528.237709322257
22350,2865,25120.237709322257,22255.237709322257
22351,15,25120.237709322257,25105.237709322257
22352,7193,25120.237709322257,17927.237709322257
22353,3107,25120.237709322257,22013.237709322257
22354,2258,25120.237709322257,22862.237709322257
22355,32711,25120.237709322257,0.0
22356,20243,25120.237709322257,4877.237709322257
22357,2110,25120.237709322257,23010.237709322257
22358,2694,25120.237709322257,22426.237709322257
22359,1404,25120.237709322257,23716.237709322257
22360,2643,25120.237709322257,22477.237709322257
22361,1968,25120.237709322257,23152.237709322257
22362,878,25120.237709322257,24242.237709322257
22363,887,25120.237709322257,24233.237709322257
22364,2175,25120.237709322257,22945.237709322257
22365,2361,25120.237709322257,22759.237709322257
22366,2575,25120.237709322257,22545.237709322257
22367,8175,25120.237709322257,16945.237709322257
22371,1894,25120.237709322257,23226.237709322257
22372,627,25120.237709322257,24493.237709322257
22374,1048,25120.237709322257,24072.237709322257
22375,621,25120.237709322257,24499.237709322257
22376,551,25120.237709322257,24569.237709322257
22377,3623,25120.237709322257,21497.237709322257
22378,3783,25120.237709322257,21337.237709322257
22379,16075,25120.237709322257,9045.237709322257
22380,5000,25120.237709322257,20120.237709322257
22381,9449,25120.237709322257,15671.237709322257
22382,20459,25120.237709322257,4661.237709322257
22383,25462,25120.237709322257,0.0
22384,21040,25120.237709322257,4080.2377093222567
22385,17240,25120.237709322257,7880.237709322257
22386,39840,25120.237709322257,0.0
22389,659,25120.237709322257,24461.237709322257
22390,836,25120.237709322257,24284.237709322257
22391,327,25120.237709322257,24793.237709322257
22393,841,25120.237709322257,24279.237709322257
22394,349,25120.237709322257,24771.237709322257
22395,237,25120.237709322257,24883.237709322257
22396,1917,25120.237709322257,23203.237709322257
22398,4335,25120.237709322257,20785.237709322257
22399,4094,25120.237709322257,21026.237709322257
22400,2473,25120.237709322257,22647.237709322257
22402,3450,25120.237709322257,21670.237709322257
22403,1736,25120.237709322257,23384.237709322257
22405,1674,25120.237709322257,23446.237709322257
22406,2523,25120.237709322257,22597.237709322257
22407,439,25120.237709322257,24681.237709322257
22408,664,25120.237709322257,24456.237709322257
22409,1720,25120.237709322257,23400.237709322257
22410,1366,25120.237709322257,23754.237709322257
22411,27733,25120.237709322257,0.0
22412,2417,25120.237709322257,22703.237709322257
22413,7048,25120.237709322257,18072.237709322257
22414,1197,25120.237709322257,23923.237709322257
22415,326,25120.237709322257,24794.237709322257
22416,1973,25120.237709322257,23147.237709322257
22417,21641,25120.237709322257,3479.2377093222567
22418,12732,25120.237709322257,12388.237709322257
22419,7067,25120.237709322257,18053.237709322257
22420,2118,25120.237709322257,23002.237709322257
22421,4818,25120.237709322257,20302.237709322257
22422,2787,25120.237709322257,22333.237709322257
22423,27594,25120.237709322257,0.0
22424,1562,25120.237709322257,23558.237709322257
22425,870,25120.237709322257,24250.237709322257
22426,1376,25120.237709322257,23744.237709322257
22427,3255,25120.237709322257,21865.237709322257
22428,503,25120.237709322257,24617.237709322257
22429,2355,25120.237709322257,22765.237709322257
22430,1424,25120.237709322257,23696.237709322257
22431,3416,25120.237709322257,21704.237709322257
22432,7765,25120.237709322257,17355.237709322257
22433,2818,25120.237709322257,22302.237709322257
22434,2587,25120.237709322257,22533.237709322257
22435,5029,25120.237709322257,20091.237709322257
22436,4296,25120.237709322257,20824.237709322257
22437,6588,25120.237709322257,18532.237709322257
22438,1502,25120.237709322257,23618.237709322257
22439,3977,25120.237709322257,21143.237709322257
22440,8676,25120.237709322257,16444.237709322257
22441,2727,25120.237709322257,22393.237709322257
22442,877,25120.237709322257,24243.237709322257
22443,705,25120.237709322257,24415.237709322257
22444,10965,25120.237709322257,14155.237709322257
22445,1321,25120.237709322257,23799.237709322257
22446,626,25120.237709322257,24494.237709322257
22447,252,25120.237709322257,24868.237709322257
22448,757,25120.237709322257,24363.237709322257
22449,1374,25120.237709322257,23746.237709322257
22450,874,25120.237709322257,24246.237709322257
22451,1416,25120.237709322257,23704.237709322257
22452,1371,25120.237709322257,23749.237709322257
22453,868,25120.237709322257,24252.237709322257
22454,1540,25120.237709322257,23580.237709322257
22456,4619,25120.237709322257,20501.237709322257
22457,15771,25120.237709322257,9349.237709322257
22458,1540,25120.237709322257,23580.237709322257
22459,1467,25120.237709322257,23653.237709322257
22460,4834,25120.237709322257,20286.237709322257
22461,417,25120.237709322257,24703.237709322257
22464,8018,25120.237709322257,17102.237709322257
22465,4691,25120.237709322257,20429.237709322257
22466,5879,25120.237709322257,19241.237709322257
22467,12522,25120.237709322257,12598.237709322257
22468,1778,25120.237709322257,23342.237709322257
22469,29129,25120.237709322257,0.0
22470,18562,25120.237709322257,6558.237709322257
22471,644,25120.237709322257,24476.237709322257
22472,1126,25120.237709322257,23994.237709322257
22473,836,25120.237709322257,24284.237709322257
22474,990,25120.237709322257,24130.237709322257
22475,789,25120.237709322257,24331.237709322257
22476,1360,25120.237709322257,23760.237709322257
22477,2443,25120.237709322257,22677.237709322257
22478,2784,25120.237709322257,22336.237709322257
22479,1956,25120.237709322257,23164.237709322257
22480,2425,25120.237709322257,22695.237709322257
22481,1305,25120.237709322257,23815.237709322257
22482,2372,25120.237709322257,22748.237709322257
22483,1907,25120.237709322257,23213.237709322257
22485,1109,25120.237709322257,24011.237709322257
22486,106,25120.237709322257,25014.237709322257
22487,1649,25120.237709322257,23471.237709322257
22488,6954,25120.237709322257,18166.237709322257
22489,18086,25120.237709322257,7034.237709322257
22491,7554,25120.237709322257,17566.237709322257
22492,45665,25120.237709322257,0.0
22493,4822,25120.237709322257,20298.237709322257
22494,2860,25120.237709322257,22260.237709322257
22495,956,25120.237709322257,24164.237709322257
22496,736,25120.237709322257,24384.237709322257
